Timestamp,Building,Floor,Range Number,Section Number,Shelf Number,Call No. Leading Alpha ,Call No. Leading Numeric,Call No. Ending Alpha ,Call No. Ending Numeric,Occupied Space,Stacked
5/24/2017 17:10:21,ZIM,2,6,7,3,B,841.4,B,843,30,No
5/24/2017 17:12:03,ZIM,2,6,7,4,B,843,B,851,30,No
5/24/2017 17:12:34,ZIM,2,6,7,5,B,851,B,851,30,No
5/24/2017 17:13:35,ZIM,2,6,7,6,B,851,B,885,27,No
5/24/2017 17:14:01,ZIM,2,6,8,1,B,893,B,905,34,No
5/24/2017 17:14:29,ZIM,3,6,8,2,B,905,B,908,29,No
5/24/2017 17:14:53,ZIM,2,6,8,3,B,908,B,931,33,No
5/24/2017 17:15:44,ZIM,2,6,8,4,B,931,B,935,28,No
5/24/2017 16:47:46,ZIM,2,6,8,5,B,935,B,945,25,No
5/24/2017 16:48:13,ZIM,2,6,8,6,B,945,B,945,33,No
5/24/2017 16:48:36,ZIM,2,6,9,1,B,945,B,945,32,No
5/24/2017 16:48:58,ZIM,2,6,9,2,B,945,B,945,34,No
5/24/2017 16:49:20,ZIM,2,6,9,3,B,945,B,945,34,No
5/24/2017 16:49:42,ZIM,2,6,9,4,B,945,B,945,34,No
5/24/2017 16:50:05,ZIM,2,6,9,5,B,945,B,945,32,No
5/24/2017 16:50:27,ZIM,2,6,9,6,B,945,B,945,36,No
5/24/2017 16:50:48,ZIM,2,6,10,1,B,945,B,945,34,No
5/24/2017 16:51:13,ZIM,2,6,10,2,B,945,B,945,32,No
5/24/2017 16:51:33,ZIM,2,6,10,3,B,945,B,945,29,No
5/24/2017 16:51:55,ZIM,2,6,10,4,B,945,B,945,30,No
5/24/2017 16:52:18,ZIM,2,6,10,5,B,945,B,945,33,No
5/24/2017 16:52:39,ZIM,2,6,10,6,B,945,B,945,27,No
5/24/2017 16:53:03,ZIM,2,6,11,1,B,945,B,945,33,No
5/24/2017 16:53:44,ZIM,2,6,11,2,B,945,B,945,32,No
5/24/2017 16:54:07,ZIM,2,6,11,3,B,945,B,945,28,No
5/24/2017 16:54:30,ZIM,2,6,11,4,B,945,B,945,36,No
5/24/2017 16:54:51,ZIM,2,6,11,5,B,945,B,945,36,No
5/24/2017 16:55:12,ZIM,2,6,11,6,B,945,B,945,35,No
5/24/2017 16:55:34,ZIM,2,6,12,1,B,945,B,945,36,No
5/24/2017 16:55:55,ZIM,2,6,12,2,B,945,B,945,31,No
5/24/2017 16:56:17,ZIM,2,6,12,3,B,945,B,945,30,No
5/24/2017 16:56:36,ZIM,2,6,12,4,B,945,B,945,26,No
5/24/2017 16:56:59,ZIM,2,6,12,5,B,945,B,945,28,No
5/24/2017 16:57:21,ZIM,2,6,12,6,B,945,B,981,32,No
5/24/2017 16:58:04,ZIM,2,6,13,1,B,981,B,1001,32,No
5/24/2017 16:58:29,ZIM,2,6,13,2,B,1001,B,1001,32,No
5/24/2017 16:52:58,ZIM,2,6,13,3,B,1001,B,1008,31,No
5/24/2017 16:53:22,ZIM,2,6,13,4,B,1008,B,1016,27,No
5/24/2017 16:53:41,ZIM,2,6,13,5,B,1016,B,1018,26,No
5/24/2017 16:54:48,ZIM,2,6,13,6,B,1019,B,1019,32,No
5/26/2017 8:26:12,ZIM,2,6,14,1,B,1019,B,1019,28,No
5/26/2017 8:26:48,ZIM,2,6,14,2,B,1019,B,1029,30,No
5/26/2017 8:27:28,ZIM,2,6,14,3,B,1029,B,1034,29,No
5/26/2017 8:30:29,ZIM,2,6,14,4,B,1034,B,1034,25,No
5/26/2017 8:31:22,ZIM,2,6,14,5,B,1034,B,1041,32,No
5/26/2017 8:32:31,ZIM,2,6,14,6,B,1041,B,1043,30,No
5/26/2017 8:33:52,ZIM,2,7,1,1,B,1043,B,1044,29,No
5/26/2017 8:34:19,ZIM,2,7,1,2,B,1044,B,1071,34,No
5/26/2017 8:35:28,ZIM,2,7,1,3,B,1071,B,1081,33,No
5/26/2017 8:35:59,ZIM,2,7,1,4,B,1081,B,1133,29,No
5/26/2017 8:40:29,ZIM,2,7,1,5,B,1133,B,1197,32,No
5/26/2017 8:40:52,ZIM,2,7,1,6,B,1197,B,1201,30,No
5/26/2017 8:41:14,ZIM,2,7,2,1,B,1201,B,1203,30,No
5/26/2017 8:41:50,ZIM,2,7,2,2,B,1203,B,1248,34,No
5/26/2017 8:43:30,ZIM,2,7,2,3,B,1248,B,1294,32,No
5/26/2017 8:43:54,ZIM,2,7,2,4,B,1294,B,1297,30,No
5/26/2017 8:44:16,ZIM,2,7,2,5,B,1297,B,1301,29,No
5/26/2017 8:44:48,ZIM,2,7,2,6,B,1301,B,1334,32,No
5/26/2017 8:45:14,ZIM,2,7,3,1,B,1334,B,1348,31,No
5/26/2017 8:45:40,ZIM,2,7,3,2,B,1349,B,1395,29,No
5/26/2017 8:46:34,ZIM,2,7,3,3,B,1301,B,1417,29,No
5/26/2017 8:47:00,ZIM,2,7,3,4,B,1423,B,1481,31,No
5/26/2017 8:47:27,ZIM,2,7,3,5,B,1483,B,1497,35,No
5/26/2017 8:47:57,ZIM,2,7,3,6,B,1497,B,1498,35,No
5/24/2017 16:35:06,ZIM,2,7,4,1,B,1498,B,1499,29,No
5/24/2017 16:35:50,ZIM,2,7,4,2,B,1499,B,1500,31,No
5/24/2017 16:36:15,ZIM,2,7,4,3,B,1500,B,1553,29,No
5/24/2017 16:37:01,ZIM,2,7,4,4,B,1561,B,1574,28,No
5/24/2017 16:37:23,ZIM,2,7,4,5,B,1574,B,1602,29,No
5/24/2017 16:38:32,ZIM,2,7,4,6,B,1602,B,1606,31,No
5/24/2017 16:38:57,ZIM,2,7,5,1,B,1606,B,1615,31,No
5/24/2017 16:39:31,ZIM,2,7,5,2,B,1615,B,1618,32,No
5/24/2017 16:40:15,ZIM,2,7,5,3,B,1618,B,1618,31,No
5/24/2017 16:40:51,ZIM,2,7,5,4,B,1618,B,1618,30,No
5/24/2017 16:41:40,ZIM,2,7,5,5,B,1618,B,1646,31,No
5/24/2017 16:42:45,ZIM,2,7,5,6,B,1646,B,1647,30,No
5/24/2017 16:43:28,ZIM,2,7,6,1,B,1647,B,1649,30,No
5/24/2017 16:43:53,ZIM,2,7,6,2,B,1649,B,1649,30,No
5/24/2017 16:44:25,ZIM,2,7,6,3,B,1649,B,1649,29,No
5/24/2017 16:44:49,ZIM,2,7,6,4,B,1649,B,1649,25,No
5/24/2017 16:45:24,ZIM,2,7,6,5,B,1649,B,1653,31,No
5/24/2017 16:46:14,ZIM,2,7,6,6,B,1653,B,1674,32,No
5/24/2017 16:46:57,ZIM,2,7,7,1,B,1674,B,1674,31,No
5/24/2017 16:47:27,ZIM,2,7,7,2,B,1674,B,1815,33,No
5/24/2017 16:47:55,ZIM,2,7,7,3,B,1815,B,1815,35,No
5/24/2017 16:48:27,ZIM,2,7,7,4,B,1815,B,1815,35,No
5/24/2017 16:49:21,ZIM,2,7,7,5,B,1815,B,1833,31,No
5/24/2017 16:49:54,ZIM,2,7,7,6,B,1833,B,1837,32,No
5/24/2017 16:50:31,ZIM,2,7,8,1,B,1837,B,1868,28,No
5/24/2017 16:51:09,ZIM,2,7,8,2,B,1868,B,1873,26,No
5/24/2017 16:51:34,ZIM,2,7,8,3,B,1875,B,1875,26,No
5/24/2017 16:51:54,ZIM,2,7,8,4,B,1875,B,1875,32,No
5/24/2017 16:01:48,ZIM,2,7,8,5,B,1878,B,1878,30,No
5/24/2017 16:03:53,ZIM,2,7,8,6,B,1978,B,1897,27,No
5/24/2017 16:05:33,ZIM,2,7,9,1,B,1898,B,1903,31,No
5/24/2017 16:07:22,ZIM,2,7,9,2,B,1903,B,1903,29,No
5/24/2017 16:08:00,ZIM,2,7,9,3,B,1903,B,1911,29,No
5/24/2017 16:08:48,ZIM,2,7,9,4,B,1911,B,1925,30,No
5/24/2017 16:09:35,ZIM,2,7,9,5,B,1925,B,1982,29,No
5/24/2017 16:11:57,ZIM,2,7,9,6,B,1982,B,1997,30,No
5/24/2017 16:12:46,ZIM,2,7,10,1,B,1997,B,2012,35,No
5/24/2017 16:13:41,ZIM,2,7,10,2,B,2012,B,2016,26,No
5/24/2017 16:14:17,ZIM,2,7,10,3,B,2016,B,2057,35,No
5/24/2017 16:15:02,ZIM,2,7,10,4,B,2059,B,2137,25,No
5/24/2017 16:16:13,ZIM,2,7,10,5,B,2137,B,2185,33,No
5/24/2017 16:16:46,ZIM,2,7,10,6,B,2185,B,2323,33,No
5/24/2017 16:17:49,ZIM,2,7,11,1,B,2327,B,2421,35,No
5/24/2017 16:18:23,ZIM,2,7,11,2,B,2424,B,2430,31,No
5/24/2017 16:35:50,ZIM,2,7,11,3,B,2430,B,2430,32,No
5/24/2017 16:36:27,ZIM,2,7,11,4,B,2430,B,2430,33,No
5/24/2017 16:37:02,ZIM,2,7,11,5,B,2430,B,2430,33,No
5/24/2017 16:37:32,ZIM,2,7,11,6,B,2430,B,2430,30,No
5/24/2017 16:37:58,ZIM,2,7,12,1,B,2430,B,2430,32,No
5/24/2017 16:38:28,ZIM,2,7,12,2,B,2430,B,2430,35,No
5/24/2017 16:38:57,ZIM,2,7,12,3,B,2430,B,2430,26,No
5/24/2017 16:39:34,ZIM,2,7,12,4,B,2430,B,2430,30,No
5/24/2017 16:40:00,ZIM,2,7,12,5,B,2430,B,2430,31,No
5/24/2017 16:40:30,ZIM,2,7,12,6,B,2430,B,2430,34,No
5/24/2017 16:40:58,ZIM,2,8,1,1,B,2430,B,2430,26,No
5/24/2017 16:41:26,ZIM,2,8,1,2,B,2430,B,2430,26,No
5/24/2017 15:43:57,ZIM,2,8,1,3,B,2430,B,2430,26,No
5/24/2017 15:44:42,ZIM,2,8,1,4,B,2430,B,2430,31,No
5/24/2017 15:45:11,ZIM,2,8,1,5,B,2430,B,2430,32,No
5/24/2017 15:45:38,ZIM,2,8,1,6,B,2430,B,2430,33,No
5/24/2017 15:46:12,ZIM,2,8,2,1,B,2430,B,2430,31,No
5/24/2017 15:46:55,ZIM,2,8,2,2,B,2430,B,2430,32,No
5/24/2017 15:47:22,ZIM,2,8,2,3,B,2430,B,2430,31,No
5/24/2017 15:49:20,ZIM,2,8,2,4,B,2430,B,2430,32,No
5/24/2017 15:50:00,ZIM,2,8,2,5,B,2430,B,2430,35,No
5/24/2017 15:50:56,ZIM,2,8,2,6,B,2430,B,2430,30,No
5/24/2017 15:52:15,ZIM,2,8,3,1,B,2430,B,2430,24,No
5/24/2017 15:52:46,ZIM,2,8,3,2,B,2430,B,2430,31,No
5/24/2017 15:53:24,ZIM,2,8,3,3,B,2430,B,2521,32,No
5/24/2017 15:53:49,ZIM,2,8,3,4,B,2521,B,2553,32,No
5/24/2017 15:54:29,ZIM,2,8,3,5,B,2553,B,2553,32,No
5/24/2017 15:54:48,ZIM,2,8,3,6,B,2553,B,2555,29,No
5/24/2017 15:55:19,ZIM,2,8,4,1,B,2753,B,2753,29,No
5/24/2017 15:56:40,ZIM,2,8,4,2,B,2755,B,2770,32,No
5/24/2017 15:57:13,ZIM,2,8,4,3,B,2770,B,2779,28,No
5/24/2017 15:57:41,ZIM,2,8,4,4,B,2779,B,2779,30,No
5/24/2017 15:58:03,ZIM,2,8,4,5,B,2778,B,2785,31,No
5/24/2017 15:58:36,ZIM,2,8,4,6,B,2785,B,2797,32,No
5/24/2017 16:46:34,ZIM,2,8,5,1,B,2797,B,2798,29,No
5/24/2017 16:48:05,ZIM,2,8,5,2,B,2798,B,2798,33,No
5/24/2017 16:48:35,ZIM,2,8,5,3,B,2798,B,2798,31,No
5/24/2017 16:49:34,ZIM,2,8,5,4,B,2798,B,2799,29,No
5/24/2017 16:49:57,ZIM,2,8,5,5,B,2799,B,2799,31,No
5/24/2017 16:50:20,ZIM,2,8,5,6,B,2799,B,2799,33,No
5/24/2017 15:38:26,ZIM,2,8,6,1,B,2799,B,2803,31,No
5/24/2017 15:39:24,ZIM,2,8,6,2,B,2803,B,2848,33,No
5/24/2017 15:40:40,ZIM,2,8,6,3,B,2855,B,2903,31,No
5/24/2017 15:41:52,ZIM,2,8,6,4,B,2903,B,2908,32,No
5/24/2017 15:42:33,ZIM,2,8,6,5,B,2905,B,2928,31,No
5/24/2017 15:43:20,ZIM,2,8,6,6,B,2929,B,2936,33,No
5/24/2017 15:44:28,ZIM,2,8,7,1,B,2936,B,2947,32,No
5/24/2017 15:45:05,ZIM,2,8,7,2,B,2948,B,2948,31,No
5/24/2017 15:45:42,ZIM,2,8,7,3,B,2948,B,2949,32,No
5/24/2017 15:46:19,ZIM,2,8,7,4,B,2948,B,2949,35,No
5/24/2017 15:47:06,ZIM,2,8,7,5,B,2948,B,2948,35,No
5/24/2017 15:52:05,ZIM,2,8,7,6,B,2949,B,2950,35,No
5/24/2017 16:31:34,ZIM,2,8,8,1,B,2967,B,2993,26,No
5/24/2017 16:32:05,ZIM,2,8,8,2,B,3051,B,3086,28,No
5/24/2017 16:34:33,ZIM,2,8,8,3,B,3092,B,3105,33,No
5/24/2017 16:35:50,ZIM,2,8,8,4,B,3105,B,3147,27,No
5/24/2017 16:36:19,ZIM,2,8,8,5,B,3147,B,3181,31,No
5/24/2017 16:37:06,ZIM,2,8,8,6,B,3183.5,B,3199,21,No
5/24/2017 16:41:16,ZIM,2,8,9,1,B,3199,B,3209,34,No
5/24/2017 16:41:41,ZIM,2,8,9,2,B,3209,B,3213,35,No
5/24/2017 16:42:03,ZIM,2,8,9,3,B,3213,B,3214,30,No
5/24/2017 16:43:20,ZIM,2,8,9,4,B,3216,B,3216,35,No
5/24/2017 16:43:47,ZIM,2,8,9,5,B,3216,B,3245,34,No
5/24/2017 16:44:07,ZIM,2,8,9,6,B,3245,B,3248,31,No
5/24/2017 16:44:51,ZIM,2,8,10,1,B,3248,B,3263,35,No
5/24/2017 16:45:23,ZIM,2,8,10,2,B,3263,B,3279,35,No
5/24/2017 16:45:46,ZIM,2,8,10,3,B,3279,B,3279,35,No
5/24/2017 16:46:12,ZIM,2,8,10,4,B,3279,B,3279,35,No
5/25/2017 10:35:30,ZIM,2,8,10,5,B,3279,B,3279,35,No
5/25/2017 10:36:01,ZIM,2,8,10,6,B,3279,B,3279,35,No
5/25/2017 10:36:24,ZIM,2,8,11,1,B,3279,B,3279,35,No
5/25/2017 10:37:01,ZIM,2,8,11,2,B,3279,B,3279,35,No
5/25/2017 10:37:28,ZIM,2,8,11,3,B,3279,B,3279,35,No
5/25/2017 10:38:29,ZIM,2,8,11,4,B,3279,B,3279,35,No
5/25/2017 10:39:01,ZIM,2,8,11,5,B,3279,B,3279,35,No
5/25/2017 10:39:26,ZIM,2,8,11,6,B,3279,B,3279,35,No
5/25/2017 10:39:56,ZIM,2,8,12,1,B,3279,B,3279,33,No
5/25/2017 10:40:34,ZIM,2,8,12,2,B,3279,B,3279,32,No
5/25/2017 10:40:55,ZIM,2,8,12,3,B,3279,B,3279,32,No
5/25/2017 10:41:18,ZIM,2,8,12,4,B,3279,B,3279,35,No
5/25/2017 10:41:46,ZIM,2,8,12,5,B,3279,B,3279,26,No
5/25/2017 10:42:07,ZIM,2,8,12,6,B,3279,B,3279,30,No
5/25/2017 10:42:44,ZIM,2,8,13,1,B,3279,B,3279,27,No
5/25/2017 10:43:07,ZIM,2,8,13,2,B,3279,B,3305,28,No
5/25/2017 10:43:30,ZIM,2,8,13,3,B,3305,B,3305,31,No
5/25/2017 10:43:53,ZIM,2,8,13,4,B,3305,B,3312,30,No
5/25/2017 10:44:33,ZIM,2,8,13,5,B,3312,B,3312,30,No
5/25/2017 10:45:00,ZIM,2,8,13,6,B,3312,B,3312,24,No
5/25/2017 10:45:31,ZIM,2,8,14,1,B,3312,B,3313,35,No
5/25/2017 10:46:08,ZIM,2,8,14,2,B,3316,B,3317,30,No
5/25/2017 10:46:29,ZIM,2,8,14,3,B,3317,B,3317,35,No
5/25/2017 10:47:19,ZIM,2,8,14,4,B,3317,B,3317,35,No
5/25/2017 10:47:40,ZIM,2,8,14,5,B,3317,B,3317,35,No
5/25/2017 10:48:06,ZIM,2,8,14,6,B,3317,B,3317,34,No
5/25/2017 10:49:23,ZIM,2,9,1,1,B,3317,B,3318,31,No
5/25/2017 10:49:48,ZIM,2,9,1,2,B,3318,B,3318,31,No
5/25/2017 10:52:44,ZIM,2,9,1,3,B,3318,B,3328,33,No
5/25/2017 10:53:19,ZIM,2,9,1,4,B,3329,B,3329,28,No
5/25/2017 10:53:51,ZIM,2,9,1,5,B,3329,B,3354,30,No
5/25/2017 10:54:31,ZIM,2,9,1,6,B,3354,B,3376,35,No
5/25/2017 10:55:01,ZIM,2,9,2,1,B,3376,B,3376,27,No
5/25/2017 10:55:34,ZIM,2,9,2,2,B,3376,B,3376,35,No
5/25/2017 10:56:04,ZIM,2,9,2,3,B,3376,B,3376,34,No
5/25/2017 10:56:31,ZIM,2,9,2,4,B,3376,B,3376,31,No
5/25/2017 10:56:56,ZIM,2,9,2,5,B,3376,B,3376,29,No
5/25/2017 10:57:23,ZIM,2,9,2,6,B,3376,B,3376,35,No
5/25/2017 10:57:56,ZIM,2,9,3,1,B,3376,B,3583,33,No
5/25/2017 10:58:27,ZIM,2,9,3,2,B,3583,B,3614,34,No
5/25/2017 10:58:55,ZIM,2,9,3,3,B,3614,B,3753,30,No
5/25/2017 10:59:30,ZIM,2,9,3,4,B,3953,B,3974,29,No
5/25/2017 11:00:00,ZIM,2,9,3,5,B,3978,B,3997,29,No
5/25/2017 11:00:35,ZIM,2,9,3,6,B,3997,B,3998,29,No
5/25/2017 11:02:17,ZIM,2,9,4,1,B,3998,B,3998,29,No
5/25/2017 11:02:46,ZIM,2,9,4,2,B,3998,B,4095,31,No
5/25/2017 11:03:19,ZIM,2,9,4,3,B,4165,B,4231,32,No
5/25/2017 11:03:50,ZIM,2,9,4,4,B,4231,B,4238,33,No
5/25/2017 11:04:22,ZIM,2,9,4,5,B,4238,B,4267,34,No
5/25/2017 11:05:00,ZIM,2,9,4,6,B,4267,B,4371,30,No
5/25/2017 11:14:27,ZIM,2,9,5,1,B,4372,B,4372,30,No
5/25/2017 11:14:53,ZIM,2,9,5,2,B,4372,B,4372,29,No
5/25/2017 11:15:25,ZIM,2,9,5,3,B,4372,B,4372,34,No
5/25/2017 11:15:49,ZIM,2,9,5,4,B,4372,B,4372,26,No
5/25/2017 11:21:20,ZIM,2,9,5,5,B,4373,B,4376,33,No
5/25/2017 11:25:01,ZIM,2,9,5,6,B,4376,B,4377,31,No
5/25/2017 10:55:57,ZIM,2,9,6,1,B,4377,B,4377,14,No
5/25/2017 10:56:32,ZIM,2,9,6,2,B,4377,B,4377,29,No
5/25/2017 10:57:14,ZIM,2,9,6,3,B,4378,B,4378,31,No
5/25/2017 10:58:01,ZIM,2,9,6,4,B,4378,B,4561,30,No
5/25/2017 10:58:43,ZIM,2,9,6,5,B,4561,B,4561,29,No
5/25/2017 10:59:11,ZIM,2,9,6,6,B,4561,B,4561,31,No
5/25/2017 10:59:29,ZIM,2,9,7,1,B,4565,B,4568,33,No
5/25/2017 10:59:52,ZIM,2,9,7,2,B,4568,B,4568,28,No
5/25/2017 11:01:05,ZIM,2,9,7,3,B,4568,B,4568,24,No
5/25/2017 11:01:34,ZIM,2,9,7,4,B,4568,B,4568,31,No
5/25/2017 11:02:01,ZIM,2,9,7,5,B,4568,B,4568,29,No
5/25/2017 11:02:28,ZIM,2,9,7,6,B,4568,B,4568,31,No
5/25/2017 11:02:53,ZIM,2,9,8,1,B,4591,B,4591,30,No
5/25/2017 11:04:05,ZIM,2,9,8,2,B,4591,B,4591,33,No
5/25/2017 11:04:55,ZIM,2,9,8,3,B,4815,B,5131,32,No
5/25/2017 11:15:53,ZIM,2,9,8,4,B,5131,B,5134,35,No
5/25/2017 11:22:36,ZIM,2,9,8,5,B,5134,B,5231,27,No
5/25/2017 12:07:52,ZIM,2,9,8,6,B,5231,B,5243,33,No
5/25/2017 12:19:51,ZIM,2,9,9,1,B,5243,B ,5310,27,No
5/26/2017 8:32:57,ZIM,2,9,9,2,B,5310,BC,6,31,No
5/26/2017 8:33:41,ZIM,2,9,9,3,BC,6,BC,15,29,No
5/26/2017 8:34:15,ZIM,2,9,9,4,BC,15,BC,34,33,No
5/26/2017 8:34:50,ZIM,2,9,9,5,BC,34,BC,50,29,No
5/26/2017 8:36:21,ZIM,2,9,9,6,BC,50,BC,53,28,No
5/26/2017 8:36:48,ZIM,2,9,10,1,BC,53,BC,61,35,No
5/26/2017 8:37:28,ZIM,2,9,10,2,BC,61,BC,71,27,No
5/26/2017 8:37:58,ZIM,2,9,10,3,BC,71,BC,71,35,No
5/26/2017 8:39:45,ZIM,2,9,10,4,BC,71,BC,76,35,No
5/25/2017 11:47:06,ZIM,2,9,10,5,BC,76,BC,91,14,No
5/25/2017 11:47:40,ZIM,2,9,10,6,BC,91,BC,108,35,No
5/25/2017 11:48:18,ZIM,2,9,11,1,BC,108,BC,108,34,No
5/25/2017 11:50:57,FADL,2,9,11,2,BC,108,BC,128,30,No
5/25/2017 11:53:00,ZIM,2,9,11,3,BC,135,BC,135,28,No
5/25/2017 11:53:48,ZIM,2,9,11,4,BC,135,BC,135,32,No
5/25/2017 11:54:10,ZIM,2,9,11,5,BC,135,BC,135,19,No
5/25/2017 11:54:49,ZIM,2,9,11,6,BC,135,BC,135,19,No
5/25/2017 11:59:05,ZIM,2,9,12,1,BC,141,BC,171,34,No
5/25/2017 12:01:27,ZIM,2,9,12,2,BC,171,BC,177,33,No
5/25/2017 13:05:10,ZIM,2,9,12,3,BC,177,BC,177,29,No
5/25/2017 13:05:52,ZIM,2,9,12,4,BC,177,BC,177,32,No
5/25/2017 13:06:41,ZIM,2,9,12,5,BC,177,BC,177,23,No
5/25/2017 13:07:38,ZIM,2,9,12,6,BC,177,BC,185,30,No
5/25/2017 13:08:10,ZIM,2,9,13,1,BC,199,BC,199,31,No
5/25/2017 13:08:47,ZIM,2,9,13,2,BC,199,BC,199,29,No
5/25/2017 13:09:19,ZIM,2,9,13,3,BC,199,BC,199,25,No
5/25/2017 13:09:59,ZIM,2,9,13,4,BC,199,BD,21,32,No
5/25/2017 13:10:28,ZIM,2,9,13,5,BD,21,BD,21,33,No
5/25/2017 13:11:33,ZIM,2,9,13,6,BD,21,BD,21,30,No
5/25/2017 13:12:07,ZIM,2,9,14,1,BD,21,BD,25,31,No
5/25/2017 13:12:39,ZIM,2,9,14,2,BD,25,BD,31,33,No
5/25/2017 13:13:08,ZIM,2,9,14,3,BD,35,BD,111,21,No
5/25/2017 13:13:35,ZIM,2,9,14,4,BD,111,BD,111,30,No
5/25/2017 13:14:04,ZIM,2,9,14,5,BD,111,BD,111,32,No
5/25/2017 13:14:32,ZIM,2,9,14,6,BD,111,BD,111,31,No
5/25/2017 13:14:56,ZIM,2,10,1,1,BD,111,BD,115,30,No
5/25/2017 13:15:20,ZIM,2,10,1,2,BD,115,BD,143,32,No
5/25/2017 12:09:51,ZIM,2,10,1,3,BD,150,BD,161,32,No
5/25/2017 12:10:40,ZIM,2,10,1,4,BD,161,BD,161,29,No
5/25/2017 12:16:18,ZIM,2,10,1,5,BD,161,BD,161,34,No
5/25/2017 12:16:41,ZIM,2,10,1,6,BD,161,BD,161,34,No
5/25/2017 12:17:04,ZIM,2,10,2,1,BD,161,BD,161,33,No
5/25/2017 12:17:22,ZIM,2,10,2,2,BD,161,BD,161,30,No
5/25/2017 12:17:41,ZIM,2,10,2,3,BD,161,BD,162,33,No
5/25/2017 12:18:05,ZIM,2,10,2,4,BD,162,BD,162,31,No
5/25/2017 12:18:24,ZIM,2,10,2,5,BD,165,BD,171,30,No
5/25/2017 12:18:57,ZIM,2,10,2,6,BD,171,BD,175,33,No
5/25/2017 12:19:14,ZIM,2,10,3,1,BD,175,BD,175,34,No
5/25/2017 12:19:33,ZIM,2,10,3,2,BD,175,BD,175,35,No
5/25/2017 12:19:52,ZIM,2,10,3,3,BD,175,BD,181,31,No
5/25/2017 12:20:13,ZIM,2,10,3,4,BD,181,BD,184,34,No
5/25/2017 12:20:38,ZIM,2,10,3,5,BD,186,BD,212,35,No
5/25/2017 12:21:03,ZIM,2,10,3,6,BD,212.5,BD,215,30,No
5/25/2017 12:21:23,ZIM,2,10,4,1,BD,215,BD,216,29,No
5/25/2017 12:21:39,ZIM,2,10,4,2,BD,218,BD,222,35,No
5/25/2017 12:21:57,ZIM,2,10,4,3,BD,222,BD,222,30,No
5/25/2017 12:22:22,ZIM,2,10,4,4,BD,232,BD,232,29,No
5/25/2017 12:22:43,ZIM,2,10,4,5,BD,232,BD,236,32,No
5/25/2017 12:23:04,ZIM,2,10,4,6,BD,236,BD,241,32,No
5/25/2017 12:23:26,ZIM,2,10,5,1,BD,237,BD,241,25,No
5/25/2017 12:23:43,ZIM,2,10,5,2,BD,241,BD,241,34,No
5/25/2017 12:24:03,ZIM,2,10,5,3,BD,241,BD,311,35,No
5/25/2017 12:24:21,ZIM,2,10,5,4,BD,311,BD,315,33,No
5/25/2017 12:24:40,ZIM,2,10,5,5,BD,315,BD,331,31,No
5/25/2017 12:24:55,ZIM,2,10,5,6,BD,331,BD,331,29,No
5/25/2017 12:22:55,ZIM,2,10,6,1,BD,331,BD,331,33,No
5/25/2017 12:23:20,ZIM,2,10,6,2,BD,331,BD,332,28,No
5/25/2017 12:23:57,ZIM,2,10,6,3,BD,332,BD,373,30,No
5/25/2017 12:24:22,ZIM,2,10,6,4,BD,373,BD,411,33,No
5/25/2017 12:25:03,ZIM,2,10,6,5,BD,411,BD,418.3,30,No
5/25/2017 12:25:41,ZIM,2,10,6,6,BD,418.3,BD,418.3,27,No
5/25/2017 12:28:26,ZIM,2,10,7,1,BD,418.3,BD,418.3,31,No
5/25/2017 12:28:51,ZIM,2,10,7,2,BD,418.3,BD,421,31,No
5/25/2017 12:29:29,ZIM,2,10,7,3,BD,431,BD,431,32,No
5/25/2017 12:29:53,ZIM,2,10,7,4,BD,431,BD,431,27,No
5/25/2017 12:30:36,ZIM,2,10,7,5,BD,431,BD,431,35,No
5/25/2017 12:31:06,ZIM,2,10,7,6,BD,431,BD,435,30,No
5/25/2017 12:32:01,ZIM,2,10,8,1,BD,435,BD,436,30,No
5/25/2017 12:32:31,ZIM,2,10,8,2,BD,436,BD,436,28,No
5/25/2017 12:33:35,ZIM,2,10,8,3,BD,436,BD,439,29,No
5/25/2017 12:34:00,ZIM,2,10,8,4,BD,439,BD,444,30,No
5/25/2017 12:34:26,ZIM,2,10,8,5,BD,444,BD,444,33,No
5/25/2017 12:35:13,ZIM,2,10,8,6,BD,444,BD,450,31,No
5/25/2017 12:35:49,ZIM,2,10,9,1,BD,450,BD,450,27,No
5/25/2017 12:36:21,ZIM,2,10,9,2,BD,450,BD,450,31,No
5/25/2017 12:36:50,ZIM,2,10,9,3,BD,450,BD,450,26,No
5/25/2017 12:37:14,ZIM,2,10,9,4,BD,450,BD,450,29,No
5/25/2017 12:38:04,ZIM,2,10,9,5,BD,450,BD,450,29,No
5/25/2017 12:38:31,ZIM,2,10,9,6,BD,450,BD,450,30,No
5/25/2017 12:39:18,ZIM,2,10,10,1,BD,450,BD,450,29,No
5/25/2017 12:39:40,ZIM,2,10,10,2,BD,450,BD,450,33,No
5/25/2017 12:40:11,ZIM,2,10,10,3,BD,452,BD,511,33,No
5/25/2017 12:40:38,ZIM,2,10,10,4,BD,511,BD,511,32,No
5/25/2017 12:26:11,ZIM,2,10,10,5,BD,511,BD,541,30,No
5/25/2017 12:26:31,ZIM,2,10,10,6,BD,541,BD,581,31,No
5/25/2017 12:26:52,ZIM,2,10,11,1,BD,581,BD,581,32,No
5/25/2017 12:27:13,ZIM,2,10,11,2,BD,581,BD,632,28,No
